"","communication_channel","call_duration","call_frequency","previous_campaign_outcome","conversion_status","geoid","lead_source","update_me","quater_res","len_business"
"31844","mobile",307,4,"unidentified","not_converted","AR","Reference","N","2023 Q2",0
"31845","mobile",123,2,"unidentified","not_converted","NE","Olark Chat","N","2024 Q2",9
"31846","mobile",130,1,"unidentified","not_converted","MS","Direct Traffic","N","2024 Q2",0
"31847","mobile",98,2,"unidentified","not_converted","MA","Welingak Website","N","2024 Q2",2
"31848","mobile",210,1,"other_outcome","not_converted","AR","Direct Traffic","N","2023 Q4",17
"31849","mobile",245,1,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q3",15
"31851","unidentified",12,1,"unidentified","not_converted","MI","Olark Chat","N","2023 Q2",3
"31852","unidentified",45,2,"unidentified","not_converted","CA","Reference","Y","2023 Q2",6
"31853","unidentified",306,1,"unidentified","not_converted","MI","Google","N","2024 Q2",20
"31854","mobile",229,4,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q2",17
"31855","unidentified",100,1,"unidentified","not_converted","CO","Direct Traffic","Y","2023 Q4",0
"31856","mobile",1047,2,"unsuccessful","not_converted","OK","Google","N","2023 Q4",0
"31857","mobile",155,1,"unidentified","converted","NC","Direct Traffic","N","2023 Q4",18
"31858","mobile",135,1,"unidentified","not_converted","DE","Google","N","2024 Q1",1
"31859","unidentified",109,2,"unidentified","not_converted","NE","Organic Search","N","2023 Q1",19
"31860","mobile",143,1,"unidentified","not_converted","KY","Direct Traffic","N","2024 Q2",16
"31862","unidentified",127,2,"unidentified","not_converted","OH","Google","N","2024 Q2",4
"31863","mobile",74,8,"unsuccessful","not_converted","HI","Direct Traffic","N","2023 Q3",14
"31864","mobile",250,4,"unidentified","not_converted","ND","Direct Traffic","Y","2024 Q2",0
"31865","mobile",252,2,"successful","converted","LA","Google","N","2024 Q2",5
"31866","unidentified",66,2,"unidentified","not_converted","OK","Olark Chat","Y","2024 Q1",16
"31867","mobile",281,5,"unidentified","not_converted","ME","Direct Traffic","Y","2023 Q2",16
"31868","mobile",122,5,"unidentified","not_converted","ME","Direct Traffic","Y","2023 Q4",2
"31869","mobile",213,3,"successful","converted","WA","Google","Y","2023 Q1",7
"31870","mobile",185,2,"unidentified","not_converted","UT","Google","Y","2023 Q2",5
"31871","unidentified",281,1,"unidentified","not_converted","NC","Organic Search","N","2024 Q1",7
"31872","mobile",44,1,"unidentified","not_converted","NH","Olark Chat","Y","2023 Q1",6
"31873","mobile",79,1,"unsuccessful","not_converted","TN","Google","N","2024 Q2",0
"31874","unidentified",70,3,"unidentified","not_converted","HI","Organic Search","N","2023 Q3",3
"31875","unidentified",404,7,"unidentified","not_converted","CA","Google","N","2023 Q4",5
"31876","unidentified",27,7,"unidentified","not_converted","MO","Direct Traffic","Y","2024 Q2",17
"31877","landline",108,1,"unidentified","not_converted","MS","Direct Traffic","Y","2024 Q2",5
"31878","mobile",140,2,"unidentified","not_converted","DC","Google","N","2023 Q2",0
"31879","unidentified",160,1,"unidentified","not_converted","AR","Direct Traffic","N","2023 Q2",18
"31880","unidentified",127,2,"unidentified","not_converted","NJ","Google","N","2023 Q2",12
"31881","unidentified",38,1,"unidentified","not_converted","AR","Direct Traffic","Y","2023 Q4",14
"31882","mobile",167,4,"unidentified","not_converted","HI","Olark Chat","Y","2024 Q2",1
"31883","mobile",622,1,"successful","not_converted","ID","Reference","N","2024 Q2",7
"31884","mobile",60,2,"unidentified","not_converted","WY","Google","N","2023 Q2",0
"31885","landline",403,1,"successful","converted","TX","Google","N","2024 Q2",0
"31886","mobile",169,1,"other_outcome","not_converted","CO","Direct Traffic","N","2023 Q1",0
"31887","mobile",118,5,"unidentified","not_converted","KY","Welingak Website","Y","2023 Q4",15
"31888","mobile",227,1,"unidentified","not_converted","MO","Direct Traffic","N","2024 Q1",7
"31891","mobile",380,1,"unidentified","not_converted","DE","Olark Chat","Y","2023 Q1",4
"31892","mobile",366,1,"unidentified","not_converted","NJ","Direct Traffic","N","2023 Q1",19
"31893","mobile",150,2,"unidentified","not_converted","ID","Google","Y","2023 Q3",12
"31894","unidentified",77,3,"unidentified","not_converted","CA","Google","Y","2023 Q3",0
"31896","mobile",210,2,"unidentified","not_converted","AK","Google","Y","2023 Q4",14
"31897","mobile",66,2,"unidentified","not_converted","OR","Google","Y","2023 Q2",0
"31899","mobile",183,1,"unsuccessful","not_converted","AR","Olark Chat","N","2024 Q1",3
"31900","mobile",203,1,"successful","not_converted","NC","Direct Traffic","N","2023 Q3",14
"31901","unidentified",306,5,"unidentified","not_converted","WI","Google","N","2024 Q1",0
"31902","mobile",64,5,"unidentified","not_converted","UT","Direct Traffic","N","2023 Q1",1
"31903","mobile",428,2,"unsuccessful","not_converted","MO","Google","Y","2024 Q2",14
"31904","mobile",764,2,"unidentified","not_converted","KY","Direct Traffic","N","2023 Q4",0
"31905","unidentified",406,3,"unidentified","not_converted","TX","Direct Traffic","N","2023 Q4",5
"31906","landline",60,1,"unidentified","not_converted","TX","Organic Search","N","2023 Q2",0
"31907","mobile",20,4,"unidentified","not_converted","NV","Olark Chat","N","2023 Q1",4
"31908","mobile",130,1,"unidentified","not_converted","DE","Direct Traffic","Y","2024 Q2",4
"31909","unidentified",45,3,"unidentified","not_converted","HI","Reference","N","2024 Q2",2
"31911","mobile",1152,2,"unidentified","converted","KY","Direct Traffic","N","2023 Q3",5
"31912","mobile",50,1,"unsuccessful","not_converted","NY","Direct Traffic","N","2024 Q1",16
"31913","unidentified",33,2,"unidentified","not_converted","AZ","Google","Y","2024 Q2",0
"31914","mobile",629,1,"unidentified","not_converted","WY","Olark Chat","N","2024 Q1",2
"31915","mobile",120,2,"unidentified","not_converted","NE","Reference","N","2023 Q2",0
"31916","mobile",179,1,"other_outcome","converted","VT","Direct Traffic","N","2023 Q1",6
"31917","mobile",303,2,"unidentified","converted","CT","Google","Y","2023 Q2",0
"31918","mobile",181,1,"unsuccessful","not_converted","CA","Referral Sites","N","2023 Q1",0
"31919","unidentified",192,1,"unidentified","not_converted","KS","Direct Traffic","Y","2024 Q2",3
"31920","unidentified",317,4,"unidentified","converted","CO","Organic Search","Y","2023 Q2",3
"31921","mobile",58,2,"unidentified","not_converted","MT","Google","N","2023 Q1",15
"31922","mobile",128,1,"unidentified","not_converted","ND","Google","N","2023 Q4",20
"31923","mobile",585,4,"unidentified","not_converted","NV","Organic Search","N","2023 Q4",2
"31924","landline",39,1,"unsuccessful","not_converted","TX","Welingak Website","N","2024 Q2",2
"31925","unidentified",228,1,"unidentified","not_converted","TX","Organic Search","Y","2023 Q3",0
"31926","mobile",1150,1,"unidentified","not_converted","TX","Google","Y","2024 Q2",0
"31927","mobile",61,4,"unidentified","not_converted","CA","Direct Traffic","Y","2023 Q3",10
"31928","mobile",465,1,"unsuccessful","not_converted","CO","Olark Chat","Y","2023 Q1",8
"31929","landline",184,21,"unidentified","not_converted","MI","Reference","Y","2023 Q4",0
"31930","mobile",1173,3,"successful","converted","PA","Direct Traffic","N","2024 Q1",17
"31931","mobile",313,4,"unsuccessful","not_converted","VT","Direct Traffic","Y","2023 Q1",10
"31932","unidentified",2087,2,"unidentified","converted","CA","Organic Search","Y","2023 Q4",5
"31933","landline",129,3,"unidentified","not_converted","AR","Direct Traffic","Y","2023 Q4",5
"31934","mobile",151,2,"unidentified","not_converted","MA","Google","Y","2023 Q1",19
"31935","mobile",159,1,"unidentified","not_converted","ID","Direct Traffic","Y","2023 Q2",0
"31937","mobile",136,2,"unidentified","converted","IL","Direct Traffic","Y","2024 Q2",0
"31938","mobile",207,1,"unidentified","converted","VA","Google","N","2023 Q2",0
"31940","unidentified",268,1,"unidentified","not_converted","OR","Olark Chat","Y","2024 Q1",0
"31941","mobile",490,2,"unidentified","not_converted","KY","Organic Search","Y","2023 Q4",2
"31943","mobile",116,1,"unidentified","not_converted","IL","Google","Y","2023 Q1",0
"31944","unidentified",100,5,"unidentified","not_converted","IN","Google","N","2023 Q1",0
"31946","mobile",148,8,"unidentified","not_converted","RI","Direct Traffic","N","2023 Q4",13
"31947","mobile",394,1,"unidentified","not_converted","NV","Olark Chat","N","2023 Q3",10
"31948","mobile",34,1,"unsuccessful","not_converted","CA","Referral Sites","N","2024 Q1",16
"31949","unidentified",152,2,"unidentified","not_converted","NJ","Google","Y","2023 Q3",17
"31950","unidentified",223,1,"unidentified","not_converted","SD","Direct Traffic","N","2023 Q4",14
"31951","mobile",465,9,"unidentified","not_converted","IL","Direct Traffic","N","2024 Q2",6
"31952","unidentified",180,4,"unidentified","not_converted","TX","Google","N","2023 Q1",2
"31953","mobile",349,1,"unsuccessful","converted","TX","Direct Traffic","Y","2023 Q2",4
"31954","mobile",614,1,"unsuccessful","not_converted","NV","Olark Chat","N","2023 Q2",16
"31956","mobile",200,4,"unidentified","not_converted","TN","Google","Y","2024 Q2",11
"31957","mobile",115,3,"unsuccessful","not_converted","CA","Google","N","2023 Q4",18
"31958","mobile",131,2,"unidentified","not_converted","MS","Direct Traffic","Y","2024 Q1",11
"31959","mobile",346,1,"unsuccessful","not_converted","NC","Direct Traffic","Y","2024 Q2",0
"31960","mobile",199,3,"unidentified","not_converted","TX","Google","N","2023 Q3",17
"31961","landline",89,2,"other_outcome","not_converted","ID","Google","Y","2023 Q2",1
"31962","mobile",468,2,"unidentified","not_converted","TX","Direct Traffic","Y","2024 Q2",16
"31963","mobile",156,1,"unsuccessful","not_converted","MO","Welingak Website","Y","2024 Q2",16
"31964","mobile",17,6,"unidentified","not_converted","KS","Organic Search","Y","2024 Q1",8
"31965","landline",85,3,"unidentified","not_converted","VT","Olark Chat","N","2023 Q2",0
"31966","unidentified",274,4,"unidentified","not_converted","AK","Olark Chat","Y","2024 Q2",0
"31967","unidentified",74,1,"unidentified","not_converted","TX","Welingak Website","Y","2024 Q2",0
"31968","mobile",593,2,"unidentified","not_converted","CA","Direct Traffic","N","2023 Q3",9
"31969","mobile",189,2,"unidentified","not_converted","DE","Google","Y","2023 Q3",1
"31970","mobile",145,3,"unidentified","not_converted","MI","Olark Chat","N","2023 Q2",0
"31972","unidentified",268,1,"unidentified","not_converted","TX","Welingak Website","Y","2024 Q1",0
"31973","mobile",133,3,"unidentified","not_converted","PA","Google","N","2024 Q1",17
"31974","landline",610,2,"unidentified","not_converted","MA","Organic Search","N","2023 Q2",6
"31975","mobile",97,2,"unidentified","not_converted","AK","Direct Traffic","N","2023 Q1",0
"31976","unidentified",1133,2,"unidentified","converted","PA","Olark Chat","N","2024 Q2",9
"31977","unidentified",97,1,"unidentified","not_converted","CA","Direct Traffic","N","2023 Q3",20
"31978","mobile",63,4,"unidentified","not_converted","HI","Google","Y","2023 Q3",6
"31980","mobile",554,1,"unidentified","not_converted","AL","Direct Traffic","Y","2023 Q2",0
"31981","mobile",94,1,"unidentified","not_converted","MI","Direct Traffic","N","2023 Q2",0
"31982","unidentified",99,2,"unidentified","not_converted","WV","Direct Traffic","N","2024 Q1",18
"31983","mobile",212,1,"unsuccessful","not_converted","TX","bing","N","2024 Q1",10
"31984","mobile",889,5,"unidentified","converted","PA","Organic Search","N","2024 Q1",0
"31985","mobile",200,1,"unidentified","converted","TX","Olark Chat","N","2023 Q4",0
"31986","mobile",236,2,"unsuccessful","not_converted","AR","Direct Traffic","N","2024 Q2",0
"31987","mobile",569,2,"unidentified","not_converted","KS","Google","N","2023 Q4",12
"31988","mobile",78,4,"unidentified","not_converted","MD","Google","Y","2023 Q4",0
"31989","mobile",203,1,"unidentified","not_converted","OR","Olark Chat","Y","2024 Q2",0
"31990","mobile",21,21,"unidentified","not_converted","ND","Olark Chat","N","2024 Q1",17
"31991","unidentified",1323,9,"unidentified","converted","AL","Direct Traffic","Y","2024 Q1",7
"31992","unidentified",73,2,"unidentified","not_converted","TX","Olark Chat","N","2024 Q1",19
"31994","mobile",338,2,"unidentified","not_converted","IN","Olark Chat","Y","2023 Q1",0
"31995","mobile",252,1,"unsuccessful","not_converted","VA","Google","Y","2023 Q2",1
"31996","mobile",326,1,"unidentified","converted","MS","Olark Chat","N","2023 Q4",11
"31997","mobile",51,1,"unsuccessful","not_converted","HI","Direct Traffic","N","2023 Q3",4
"31998","unidentified",162,2,"unidentified","not_converted","MT","Reference","N","2023 Q1",3
"31999","mobile",192,3,"unidentified","not_converted","CO","Organic Search","N","2023 Q4",8
"32000","unidentified",175,2,"unidentified","not_converted","IN","Google","N","2023 Q4",0
"32001","mobile",105,4,"unidentified","not_converted","DC","Google","N","2024 Q1",0
"32002","mobile",412,1,"unidentified","converted","CO","Organic Search","N","2024 Q1",16
"32003","unidentified",103,3,"unidentified","not_converted","CT","Reference","N","2023 Q3",15
"32004","mobile",53,1,"unidentified","not_converted","TN","Organic Search","Y","2023 Q2",20
"32005","unidentified",178,1,"unidentified","not_converted","CA","Google","Y","2023 Q3",0
"32006","mobile",57,1,"unidentified","not_converted","TX","Organic Search","Y","2023 Q3",0
"32007","mobile",102,1,"unidentified","not_converted","RI","Organic Search","Y","2023 Q1",14
"32008","mobile",123,2,"successful","not_converted","MT","Olark Chat","N","2023 Q1",0
"32009","mobile",108,7,"unidentified","not_converted","IA","Organic Search","N","2023 Q2",11
"32010","unidentified",287,1,"unidentified","not_converted","OK","Organic Search","Y","2023 Q3",9
"32011","unidentified",188,1,"unidentified","not_converted","DC","Direct Traffic","N","2024 Q1",19
"32012","mobile",301,1,"unidentified","not_converted","MI","Welingak Website","Y","2024 Q1",13
"32013","mobile",224,2,"unidentified","not_converted","VA","Google","N","2023 Q1",1
"32014","unidentified",95,8,"unidentified","not_converted","MI","Google","Y","2024 Q2",0
"32015","mobile",338,3,"unidentified","not_converted","WA","Google","N","2024 Q2",17
"32016","mobile",62,1,"unidentified","not_converted","WY","Welingak Website","N","2024 Q2",11
"32017","unidentified",81,1,"unidentified","not_converted","VA","Organic Search","N","2024 Q2",0
"32018","mobile",42,1,"unidentified","not_converted","MI","Google","N","2024 Q1",16
"32020","unidentified",117,2,"unidentified","not_converted","NV","Organic Search","N","2023 Q2",0
"32021","unidentified",216,1,"unidentified","not_converted","CT","Direct Traffic","Y","2023 Q1",9
"32022","mobile",225,2,"unidentified","not_converted","NH","Olark Chat","Y","2024 Q1",0
"32023","mobile",118,3,"unidentified","not_converted","WI","Olark Chat","Y","2023 Q2",10
"32024","mobile",148,1,"other_outcome","not_converted","CO","Facebook","N","2023 Q3",19
"32025","mobile",148,1,"unidentified","not_converted","CO","Olark Chat","N","2024 Q2",4
"32026","mobile",532,1,"unsuccessful","converted","RI","Google","Y","2024 Q2",12
"32027","unidentified",91,3,"unidentified","not_converted","LA","Olark Chat","Y","2023 Q3",5
"32028","mobile",398,4,"unidentified","not_converted","NV","Organic Search","N","2023 Q4",0
"32029","unidentified",297,1,"unidentified","not_converted","CO","Direct Traffic","Y","2024 Q2",13
"32030","mobile",588,1,"unidentified","not_converted","NM","Olark Chat","N","2024 Q1",0
"32031","mobile",122,2,"unidentified","not_converted","MA","Direct Traffic","N","2024 Q1",15
"32032","mobile",233,4,"unidentified","not_converted","TX","Reference","N","2024 Q1",2
"32033","mobile",483,5,"unidentified","not_converted","TX","Google","N","2024 Q2",2
"32034","mobile",164,3,"unidentified","not_converted","WA","Google","Y","2023 Q4",17
